0,A,1,142,608
0,A,2,153,628
0,A,3,164,648
0,A,4,174,668
0,A,5,183,688
0,A,6,192,708
0,A,7,199,728
0,A,8,207,748
0,A,9,213,768
0,A,10,219,788
0,A,11,224,808
0,A,12,228,828
0,A,13,232,848
0,A,14,235,868
0,A,15,237,888
0,A,16,239,908
0,A,17,240,928
0,A,18,241,948
0,A,19,241,1023
0,A,20,240,1043
0,A,21,239,1063
0,A,22,237,1083
0,A,23,235,1103
0,A,24,232,1123
0,A,25,228,1143
0,A,26,224,1163
0,A,27,219,1183
0,A,28,213,1203
0,A,29,207,1223
0,A,30,199,1243
0,A,31,192,1263
0,A,32,183,1283
0,A,33,174,1303
0,A,34,164,1323
0,A,35,153,1343
0,A,36,142,1363
0,B,1,170,588
0,B,2,182,608
0,B,3,193,628
0,B,4,204,648
0,B,5,214,668
0,B,6,223,688
0,B,7,232,708
0,B,8,239,728
0,B,9,247,748
0,B,10,253,768
0,B,11,259,788
0,B,12,264,808
0,B,13,268,828
0,B,14,272,848
0,B,15,275,868
0,B,16,277,888
0,B,17,279,908
0,B,18,280,928
0,B,19,281,948
0,B,20,281,1023
0,B,21,280,1043
0,B,22,279,1063
0,B,23,277,1083
0,B,24,275,1103
0,B,25,272,1123
0,B,26,268,1143
0,B,27,264,1163
0,B,28,259,1183
0,B,29,253,1203
0,B,30,247,1223
0,B,31,239,1243
0,B,32,232,1263
0,B,33,223,1283
0,B,34,214,1303
0,B,35,204,1323
0,B,36,193,1343
0,B,37,182,1363
0,B,38,170,1383
0,C,1,193,548
0,C,2,205,568
0,C,3,217,588
0,C,4,229,608
0,C,5,239,628
0,C,6,249,648
0,C,7,259,668
0,C,8,268,688
0,C,9,276,708
0,C,10,283,728
0,C,11,290,748
0,C,12,296,768
0,C,13,302,788
0,C,14,307,808
0,C,15,311,828
0,C,16,314,848
0,C,17,317,868
0,C,18,320,888
0,C,19,321,908
0,C,20,322,928
0,C,21,323,948
0,C,22,323,1023
0,C,23,322,1043
0,C,24,321,1063
0,C,25,320,1083
0,C,26,317,1103
0,C,27,314,1123
0,C,28,311,1143
0,C,29,307,1163
0,C,30,302,1183
0,C,31,296,1203
0,C,32,290,1223
0,C,33,283,1243
0,C,34,276,1263
0,C,35,268,1283
0,C,36,259,1303
0,C,37,249,1323
0,C,38,239,1343
0,C,39,229,1363
0,C,40,217,1383
0,C,41,205,1403
0,C,42,193,1423
0,D,1,241,548
0,D,2,252,568
0,D,3,264,588
0,D,4,274,608
0,D,5,284,628
0,D,6,294,648
0,D,7,303,668
0,D,8,311,688
0,D,9,319,708
0,D,10,326,728
0,D,11,332,748
0,D,12,338,768
0,D,13,343,788
0,D,14,348,808
0,D,15,352,828
0,D,16,355,848
0,D,17,358,868
0,D,18,360,888
0,D,19,361,908
0,D,20,362,928
0,D,21,363,948
0,D,22,363,1023
0,D,23,362,1043
0,D,24,361,1063
0,D,25,360,1083
0,D,26,358,1103
0,D,27,355,1123
0,D,28,352,1143
0,D,29,348,1163
0,D,30,343,1183
0,D,31,338,1203
0,D,32,332,1223
0,D,33,326,1243
0,D,34,319,1263
0,D,35,311,1283
0,D,36,303,1303
0,D,37,294,1323
0,D,38,284,1343
0,D,39,274,1363
0,D,40,264,1383
0,D,41,252,1403
0,D,42,241,1423
0,E,1,268,507
0,E,2,281,528
0,E,3,293,549
0,E,4,304,570
0,E,5,315,591
0,E,6,325,612
0,E,7,335,633
0,E,8,344,654
0,E,9,352,675
0,E,10,360,696
0,E,11,367,717
0,E,12,374,738
0,E,13,379,759
0,E,14,385,780
0,E,15,389,801
0,E,16,393,822
0,E,17,397,843
0,E,18,400,864
0,E,19,402,885
0,E,20,403,906
0,E,21,404,927
0,E,22,405,948
0,E,23,405,1023
0,E,24,404,1044
0,E,25,403,1065
0,E,26,402,1086
0,E,27,400,1107
0,E,28,397,1128
0,E,29,393,1149
0,E,30,389,1170
0,E,31,385,1191
0,E,32,379,1212
0,E,33,374,1233
0,E,34,367,1254
0,E,35,360,1275
0,E,36,352,1296
0,E,37,344,1317
0,E,38,335,1338
0,E,39,325,1359
0,E,40,315,1380
0,E,41,304,1401
0,E,42,293,1422
0,E,43,281,1443
0,E,44,268,1464
0,F,1,348,490
0,F,2,365,516
0,F,3,380,542
0,F,4,392,568
0,F,5,402,594
0,F,6,410,620
0,F,7,398,684
0,F,8,406,706
0,F,9,413,728
0,F,10,419,750
0,F,11,424,772
0,F,12,429,794
0,F,13,433,816
0,F,14,437,838
0,F,15,439,860
0,F,16,442,882
0,F,17,443,904
0,F,18,444,926
0,F,19,445,948
0,F,20,445,1023
0,F,21,444,1045
0,F,22,443,1067
0,F,23,442,1089
0,F,24,439,1111
0,F,25,437,1133
0,F,26,433,1155
0,F,27,429,1177
0,F,28,424,1199
0,F,29,419,1221
0,F,30,413,1243
0,F,31,406,1265
0,F,32,398,1287
0,F,33,410,1352
0,F,34,402,1378
0,F,35,392,1404
0,F,36,380,1430
0,F,37,365,1456
0,F,38,348,1482
0,G,1,432,675
0,G,2,440,696
0,G,3,448,717
0,G,4,455,738
0,G,5,461,759
