1,A,1,1005,154
1,A,2,1005,187
1,B,1,1056,154
1,B,2,1056,187
1,B,3,1056,216
1,C,1,1106,154
1,C,2,1106,187
1,C,3,1106,210
1,C,4,1106,238
1,D,1,1157,154
1,D,2,1157,186
1,D,3,1157,218
1,D,4,1157,250
1,E,1,1208,154
1,E,2,1208,185
1,E,3,1208,216
1,E,4,1208,247
1,E,5,1208,278
1,F,1,1259,154
1,F,2,1259,183
1,F,3,1259,212
1,F,4,1259,241
1,F,5,1259,270
1,F,6,1259,299
1,G,1,1310,154
1,G,2,1310,185
1,G,3,1310,216
1,G,4,1310,247
1,G,5,1310,278
1,G,6,1310,309
2,A,1,813,388
2,A,2,781,388
2,B,1,937,359
2,B,2,920,376
2,B,3,903,393
2,B,4,886,410
2,B,5,869,427
2,B,6,836,447
2,B,7,805,447
2,B,8,774,447
2,C,1,981,387
2,C,2,964,404
2,C,3,947,421
2,C,4,930,438
2,C,5,913,455
2,C,6,896,472
2,C,7,846,498
2,C,8,810,498
2,C,9,774,498
2,D,1,1030,409
2,D,2,1013,426
2,D,3,996,443
2,D,4,979,460
2,D,5,962,477
2,D,6,945,494
2,D,7,928,511
2,D,8,911,528
2,D,9,876,549
2,D,10,843,549
2,D,11,810,549
2,D,12,777,549
2,E,1,1077,433
2,E,2,1060,450
2,E,3,1043,467
2,E,4,1026,484
2,E,5,1009,501
2,E,6,992,518
2,E,7,975,535
2,E,8,958,552
2,E,9,941,569
2,E,10,901,600
2,E,11,870,600
2,E,12,839,600
2,E,13,808,600
2,E,14,777,600
2,F,1,1129,453
2,F,2,1112,470
2,F,3,1095,487
2,F,4,1078,504
2,F,5,1061,521
2,F,6,1044,538
2,F,7,1027,555
2,F,8,1010,572
2,F,9,993,589
2,F,10,976,606
2,F,11,959,623
2,F,12,922,650
2,F,13,893,650
2,F,14,864,650
2,F,15,835,650
2,F,16,806,650
2,F,17,777,650
2,G,1,1172,484
2,G,2,1155,501
2,G,3,1138,518
2,G,4,1121,535
2,G,5,1104,552
2,G,6,1087,569
2,G,7,1070,586
2,G,8,1053,603
2,G,9,1036,620
2,G,10,1019,637
2,G,11,1002,654
2,G,12,985,671
2,G,13,932,700
2,G,14,901,700
2,G,15,870,700
2,G,16,839,700
2,G,17,808,700
2,G,18,777,700
3,A,1,654,388
3,A,2,620,388
3,B,1,659,447
3,B,2,628,447
3,B,3,597,447
3,B,4,548,428
3,B,5,531,411
3,B,6,514,394
3,B,7,497,377
3,B,8,480,360
3,C,1,659,498
3,C,2,624,498
3,C,3,589,498
3,C,4,522,471
3,C,5,505,454
3,C,6,488,437
3,C,7,471,420
3,C,8,454,403
3,C,9,437,386
3,D,1,659,549
3,D,2,626,549
3,D,3,593,549
3,D,4,560,549
3,D,5,506,528
3,D,6,489,511
3,D,7,472,494
3,D,8,455,477
3,D,9,438,460
3,D,10,421,443
3,D,11,404,426
3,D,12,387,409
3,E,1,659,600
3,E,2,628,600
3,E,3,597,600
3,E,4,566,600
3,E,5,535,600
3,E,6,477,569
3,E,7,460,552
3,E,8,443,535
3,E,9,426,518
3,E,10,409,501
3,E,11,392,484
3,E,12,375,467
3,E,13,358,450
3,E,14,341,433
3,F,1,659,650
3,F,2,630,650
3,F,3,601,650
3,F,4,572,650
3,F,5,543,650
3,F,6,514,650
3,F,7,458,622
3,F,8,441,605
3,F,9,424,588
3,F,10,407,571
3,F,11,390,554
3,F,12,373,537
3,F,13,356,520
3,F,14,339,503
3,F,15,322,486
3,F,16,305,469
3,F,17,288,452
3,G,1,659,700
3,G,2,628,700
3,G,3,597,700
3,G,4,566,700
3,G,5,535,700
3,G,6,504,700
3,G,7,433,670
3,G,8,416,653
